gene_id	CD34_FPKM	GM12878_FPKM	H1-hESC_FPKM	HMEC_FPKM	HSMM_FPKM	HUVEC_FPKM	MRG_FPKM	neural_FPKM	NHLF_FPKM	MSC_FPKM
ARHGEF7	16.31302	20.85635	19.39358	13.46314	17.27821	40.20462	32.06187	88.11849	20.54637	16.8006
ARHGEF9	8.504079	13.4542	23.84722	11.813878	6.360199	4.834522	35.34144	31.87749	5.587902	4.418769
ARID1A	51.94174	10.592138	59.67135	15.61512	17.317	32.4919	31.15962	10.338689	18.74681	34.31694
ARID1B	31.77387	7.575289	14.87074	9.208321	8.900269	10.981756	11.911565	9.634885	7.488192	18.31304
ARID2	9.892488	19.21132	20.72453	12.58749	12.103457	10.977605	8.589427	8.53573	10.905221	3.74601
ARID3A	2.967165	6.713115	21.24712	4.717569	1.933859	3.662956	4.04358	2.443635	4.719527	46.52084
ARID3B	4.843083	9.443314	32.1895	1.679773	0.4568575	2.663395	6.127602	3.94323	1.0212016	2.109879
ARID3C	0.0	0.0	0.07556988	0.03285079	0.039464518	0.040385631	0.3188571	1.1572375	0.0	0.21705822
ARID4A	13.92373	9.600717	1.108315	2.269992	3.066372	2.183241	3.584506	16.28564	5.201128	7.517601
ARID4B	25.99657	14.12183	2.036924	4.041452	7.847072	3.655752	11.702221	19.98671	8.648611	11.788566
ARID5A	13.76349	13.74913	2.445891	2.982177	4.854701	16.56658	8.364205	0.09162626	3.130346	2.476251
ARID5B	11.318441	1.986499	0.04536918	4.727653	15.73723	4.80311	3.225223	0.838481	81.59093	21.73084
ARIH1	16.58971	19.77194	15.3716	17.75391	22.45563	14.23179	14.44654	24.80511	27.72016	16.18684
ARIH2	92.91531	28.26485	36.27502	36.23822	39.00829	28.01053	26.16979	52.15221	36.01769	31.26909
ARIH2OS	4.047409	1.499738	1.0687086	1.2268573	1.1311103	1.557855	1.825479	4.900168	1.2042695	1.37549
ARL1	8.842315	28.02788	9.563665	18.81205	28.84295	12.62044	13.5606	12.170741	53.8075	27.39551
ARL10	5.493788	2.859813	2.428386	2.374719	4.113027	5.656115	6.19463	7.346142	4.492569	3.662956
ARL11	6.851686	1.655186	0.4561375	0.1640939	0.0	0.322842	0.0	0.0	0.0	0.04289229
ARL13A	0.07929539	0.05133536	0.0	0.07024907	0.021247871	0.0	0.0	0.029711027	0.2834884	0.09581222
ARL13B	1.779374	6.051268	0.4579756	3.583439	3.097764	1.790297	2.826508	5.131181	2.789701	5.212574
ARL14	0.0	0.0	0.0	0.4615651	0.0	0.018832113	0.0	0.0	0.07159234	0.0
ARL14EP	20.33427	37.10961	5.900262	9.119069	14.66034	5.630844	8.998653	21.35952	20.98018	5.285364
ARL14EPL	0.19455622	0.09953926	0.0	0.0	0.3685993	0.20168894	0.0	0.0	0.13144081	0.0
ARL15	6.360199	5.286489	2.761824	5.609483	4.409875	3.978789	2.369953	20.77889	6.496578	11.268092
ARL16	16.59828	17.01227	39.16827	22.69477	25.45153	37.45444	51.84996	66.63564	27.13077	28.64481
ARL17	0.5998284	0.3690265	0.021962284	0.5373226	0.6327701	1.0619431	0.15363966	0.0	0.5084099	0.0
ARL17A	1.3191418	3.371809	0.17858641	0.273044	0.3124051	0.2847378	0.20105335	1.859911	1.0767746	0.8360455
ARL2	56.94886	33.78561	468.5947	64.23888	55.90821	198.515	160.6555	95.58625	47.58072	69.52864
ARL2-SNX15	14.33598	4.301487	12.89323	10.197152	7.588578	12.55176	17.37741	5.187584	6.101987	10.724723
ARL2BP	39.61071	37.48601	14.17743	71.91634	78.81141	80.03705	43.59797	93.06455	65.96761	39.36187
ARL3	1.962898	8.851547	5.885107	7.027398	12.286325	5.540689	33.17183	28.54496	12.4649	14.82215
ARL4A	20.57861	0.4571606	1.700788	6.583124	10.39461	5.633963	8.026455	3.474964	14.7349	9.636736
ARL4C	7.141799	0.9493074	6.158583	54.79033	3.045241	4.993749	51.65767	11.699369	10.3408	11.020375
ARL4D	1.683356	0.2475124	11.237034	38.11527	51.96727	4.550039	18.66718	6.769804	11.376618	7.241873
ARL5A	21.9296	21.8232	8.266481	8.476442	11.217658	11.756633	6.697911	20.72453	11.256425	20.28278
ARL5B	19.35684	20.55856	7.669953	4.441546	9.988145	5.44162	4.450179	19.86073	15.40341	6.41718
ARL5C	0.7623152	0.038017781	0.08131533	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARL6	2.020392	5.314674	0.7728396	3.092576	2.70615	1.659745	3.022224	5.191719	2.872195	2.405674
ARL6IP1	58.33358	188.7513	62.99861	79.03919	127.6534	109.56893	132.5485	307.6389	73.53291	37.77583
ARL6IP4	134.6326	55.5925	45.81839	104.70714	82.61144	94.62059	140.3437	65.78682	85.29783	163.2794
ARL6IP5	101.35259	186.7861	16.07384	62.03638	126.7906	63.39786	44.6055	57.44491	111.29677	68.7793
ARL6IP6	11.237034	40.33912	24.77584	11.948123	11.687031	19.28402	17.28937	17.19748	10.471825	8.238281
ARL8A	17.95308	16.39431	33.20509	28.37425	37.21814	42.40451	68.58184	41.6625	24.84058	34.27382
ARL8B	32.109	26.09262	9.287764	28.79431	33.39152	20.06596	9.883191	50.73824	28.13397	33.30064
ARL9	0.664823	0.0	0.2804209	0.7970152	0.08434033	0.761571	0.330027	0.13296843	0.9385824	0.5239789
ARMC1	12.7979	32.87874	10.040589	17.89578	18.21091	9.343487	6.560911	52.36771	23.73608	10.820531
ARMC10	9.820095	12.48733	3.621883	7.061649	4.006936	5.516079	6.008953	5.780224	19.54692	11.399067
ARMC12	0.4602567	1.2026874	2.850416	0.550752	0.7342356	2.219569	0.9106262	1.940678	0.5614196	0.6028798
ARMC2	1.727482	0.20276773	0.3070056	0.7831862	1.540613	0.9048776	2.962134	3.421862	1.2555738	0.5696092
ARMC3	0.19732094	0.007188128	0.028014708	0.05648953	0.0	0.0	1.3105919	0.06159048	0.005941119	0.15587898
ARMC4	1.0442351	0.019296108	0.3356522	0.03248183	0.07514774	0.8449193	0.6525114	0.020895446	0.8360455	0.3534688
ARMC5	19.15977	2.585547	9.348525	5.711645	4.163202	14.01549	9.497973	12.389882	2.620641	5.19475
ARMC6	15.3897	11.074227	58.26801	34.93164	18.99492	29.60743	22.03274	38.24129	15.20316	11.884902
ARMC7	4.699333	2.806206	8.106236	6.937271	4.869411	9.631191	7.796227	2.116186	3.815107	3.364752
ARMC8	19.23538	25.14984	14.12916	15.23451	28.9214	12.106288	9.234762	30.38032	17.12681	7.034344
ARMC9	2.43529	4.691961	12.045971	14.92341	9.949291	9.899013	15.68245	5.519721	30.0195	151.2285
ARMCX1	23.75427	0.014205398	9.955713	8.471685	41.59005	9.515829	24.58064	45.99082	25.39303	13.98299
ARMCX2	5.794488	0.17948623	27.45417	4.871904	49.19213	24.7541	33.78561	22.9043	45.62362	25.97176
ARMCX3	23.10278	20.97243	5.405242	9.776359	37.2665	19.6795	21.0727	74.44883	47.21681	29.76419
ARMCX4	2.605014	0.0	1.564222	0.2375483	0.8449193	2.932756	5.415597	6.648618	3.594863	1.931248
ARMCX5	6.713115	8.433168	4.914963	7.796227	15.59619	4.818079	10.150812	18.86809	10.292771	3.07773
ARMCX5-GPRASP2	1.856816	0.534977	0.2747568	0.9514449	2.540371	0.6382189	4.288902	12.255615	2.877106	2.375507
ARMCX6	11.30094	15.35013	3.414943	6.6664	12.95761	12.290529	18.9482	20.38945	26.80657	20.48043
ARMS2	0.0	0.0	0.0	0.1515216	0.3623969	0.12889098	0.0	0.0	0.0	0.2470801
ARNT	16.38303	12.76941	11.350331	13.30234	14.77291	15.73723	9.119069	8.459831	22.9989	14.40867
ARNT2	0.2353125	0.009667487	8.50899	0.5591528	32.1895	0.16211406	18.21859	23.7792	18.66718	0.7430056
ARNTL	1.701273	20.42546	3.337235	12.311253	8.139802	4.097515	3.015134	6.572603	6.972237	5.013894
ARNTL2	3.012246	20.19905	1.3454496	7.430806	3.969114	5.145792	0.257939	3.809021	9.582629	1.745942
ARPC1A	20.54637	17.88606	76.48122	155.0022	90.4699	100.75328	75.92476	73.40934	141.1904	136.9108
ARPC1B	133.19	165.5499	78.73018	316.8821	89.05823	368.2356	31.37342	1.1356343	98.28566	110.09276
ARPC2	268.9984	524.1488	116.63224	879.8449	584.6842	328.7972	228.0475	111.96038	379.6242	596.2815
ARPC3	211.7497	24.3147	5.128635	11.04219	16.11578	12.47102	63.95284	197.3183	13.83536	188.3336
ARPC4	102.93368	101.28986	100.52979	137.7847	142.2312	142.8812	84.83891	98.99431	96.7419	118.71755
ARPC4-TTLL3	0.423047	0.720815	0.07696063	0.5790042	0.7191977	0.7090906	0.3295959	0.8720016	1.057672	0.21243393
ARPC5	61.54857	274.2046	17.72905	96.44775	86.00781	56.16932	61.06491	121.6924	135.6579	54.61148
ARPC5L	27.27755	100.88739	38.63614	86.14166	46.81938	56.26406	41.74742	28.4241	47.8344	38.74161
ARPP19	30.32071	85.73692	44.95076	38.74161	35.77572	31.39797	17.45335	76.8281	36.94562	23.72315
ARPP21	0.14935201	0.0	0.000403698	0.0	16.35313	0.009874783	0.4383778	3.642458	0.0	0.0
ARR3	0.11682137	0.016692755	0.002805307	0.03123931	0.0	0.0852522	0.0	0.0	0.15424085	0.15194005
ARRB1	36.13117	4.001194	3.519282	1.790664	7.00104	36.80071	3.190423	4.796743	12.71458	30.93405
ARRB2	47.68357	20.6899	53.62253	10.809822	6.797719	13.06201	54.88852	13.22708	5.60507	5.630844
ARRDC1	24.7277	6.672061	35.28849	73.64013	12.040897	31.49324	29.39601	11.905391	6.018674	9.132839
ARRDC2	30.223	3.847499	3.970031	3.533017	4.700589	10.024326	0.3822597	0.15084858	1.780293	3.368717
ARRDC3	48.31955	7.298792	0.7295407	4.896819	13.35389	6.787837	18.5976	174.3984	17.51014	13.44207
ARRDC3-AS1	0.8549722	1.626392	0.11187937	0.4149262	0.3909803	0.4690742	0.7954602	0.322842	0.2520036	0.4857727
ARRDC4	11.92474	0.8915407	2.515965	8.30503	6.068937	1.3267176	12.170741	22.24433	6.312928	9.563665
ARRDC5	0.4727487	0.03360054	0.000488887	0.0	0.04383677	0.22277256	0.0	0.0	0.020878496	0.0
ARSA	16.99261	2.007655	5.83356	10.899925	8.359373	19.60725	23.4977	16.12413	6.761677	18.07328
ARSB	6.65105	4.046164	5.292537	4.793289	25.45852	15.73171	5.429488	3.734018	13.17937	26.81912
ARSD	23.25954	0.023922582	1.770608	5.9905	8.135212	16.38748	8.331558	3.892376	7.503179	9.561453
ARSE	0.2731515	0.4041549	0.6578775	0.0	1.0466331	2.936025	0.8967976	0.0	5.340029	0.913704
ARSF	0.0	0.002464542	0.002052012	0.02046527	0.025268821	0.0	0.07359381	0.0	0.00875987	0.0
ARSG	0.3706847	4.163202	2.301385	0.12838298	3.483954	3.581802	1.1697112	4.668273	1.3197502	3.105996
ARSH	0.0	0.11624236	0.0	0.0	0.003762051	0.0	0.0	0.0	0.0	0.0
ARSI	0.0	0.0	3.786369	15.69049	1.0272426	0.11735336	0.22821345	0.0	9.221171	1.946795
ARSJ	0.0	0.014659814	0.8555111	14.67578	16.07727	21.90248	0.06776236	0.04709119	44.45336	40.14989
ARSK	2.859813	5.171008	5.809918	7.018948	4.509515	3.279843	2.936025	1.561684	10.274377	9.27759
ART1	0.0	0.015038105	0.000643759	0.0	0.006464642	0.026628806	0.0	0.0	0.0	0.0
ART3	0.11009338	0.05077639	0.13566261	0.4167925	0.3603487	0.10214269	0.20693414	0.18121167	0.19118971	0.6656918
ART4	0.0373789457	0.0	0.00227622	0.0	0.0	31.88919	0.0	0.0	0.03376931	0.0
ART5	0.021771803	0.005368039	5.1087	0.03435741	0.029120299	0.09002982	2.985757	0.07265877	0.3552545	0.2615461
ARTN	0.2789968	0.04993784	9.618157	25.39946	0.05928291	0.19779843	0.4357776	1.0989877	0.05364743	0.22757245
ARV1	10.677376	30.94645	9.483821	19.81309	17.16589	10.897134	8.721608	27.0142	20.3719	8.704863
ARVCF	6.059677	0.18443345	16.14352	3.699237	2.65819	29.03199	51.94174	34.59822	3.045241	2.586776
ARX	0.0	0.0	0.004207132	0.0	0.3879505	0.016660522	23.85867	23.80261	0.0	0.0
AS3MT	0.9101033	0.7721832	3.089289	2.038364	1.4016772	0.5776646	7.88121	10.398048	3.884532	0.0
ASAH1	64.32744	64.37824	13.18564	31.47234	64.51611	4.608238	36.59244	53.3681	44.92663	129.0887
ASAH2	0.0	0.005409229	0.0	0.0	0.0	0.0	0.0	0.03336655	0.006282853	0.0
ASAH2B	0.16860989	1.0188605	0.14196874	1.0306277	1.2053806	0.4015493	0.8086244	1.0836526	0.7700904	0.6725497
ASAP1	5.137776	5.061709	5.454801	12.60731	29.48725	20.1881	9.393224	3.319632	35.53919	42.45954
ASAP1-IT1	0.0	0.13596478	0.019081886	0.0347924	0.016692755	0.2565882	0.0	0.09292272	0.3382501	0.0
ASAP2	2.630368	0.4275941	7.425159	48.79898	67.50454	22.31534	14.7182	18.06371	18.34844	14.99489
ASAP3	0.3109084	0.041207994	33.46832	8.745955	18.09802	10.02173	37.45444	10.208938	18.39733	17.1842
ASB1	2.558172	6.378943	7.495285	8.022331	15.41286	4.25689	6.237642	5.152158	9.043482	5.047788
ASB10	0.0	0.0	0.002512222	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASB11	0.07489359	0.002226202	0.0	0.0	0.0	0.029220011	0.019223239	0.0	0.0	0.0
ASB12	0.29955	0.0	0.5795418	0.0	0.0	0.1134107	0.5019974	0.3157435	0.0	0.0488715
ASB13	14.83347	0.01497482	12.71763	12.87983	2.539353	5.651389	9.362748	3.03335	3.188551	7.240229
ASB14	1.567905	1.713	0.03176258	0.16264508	0.17707984	0.2481079	0.2381518	0.2501895	0.2954732	0.2887923
ASB15	0.0	0.002258944	0.0	0.0	0.009089001	0.0	0.0	0.0	0.016174398	0.2609336
ASB16	0.6505299	1.0162221	0.4544894	0.873087	0.9382139	0.8657959	0.9163662	0.18325213	0.5040002	0.9467103
ASB16-AS1	9.644401	4.784263	12.47102	6.131923	4.276334	9.753013	6.953069	4.308018	2.680469	11.341506
ASB17	0.0	0.007487853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASB18	0.0	0.0	0.005377826	0.0	0.12401113	0.13785015	0.0	0.0	0.0	0.0
ASB2	0.11187937	8.267934	1.724546	1.219853	1.3744218	0.0	0.2328574	0.07462089	1.4132989	0.0
ASB3	21.92453	24.20502	16.29622	9.171415	12.88638	18.39338	7.538763	39.36187	23.05606	22.94378
ASB4	0.0	0.8381566	0.0	0.0	0.13475231	0.028506016	0.08554937	0.16850521	0.015475639	0.0
ASB5	0.0	0.0	0.000499695	0.03441611	440.0171	0.0	0.005285651	0.021247871	0.3126022	0.0
ASB6	4.648212	3.690489	10.02173	13.79989	7.961453	12.365901	9.671339	9.411346	6.410886	6.753381
ASB7	3.873733	10.085575	3.865187	9.026311	7.25089	6.304537	5.023033	7.70856	8.556833	4.923623
ASB8	12.97081	20.07577	1.608507	11.498537	17.48143	9.081854	9.451946	19.62139	16.58971	10.758401
ASB9	10.703413	2.625205	0.13219269	1.893755	0.11187937	3.600818	0.13279917	0.0	0.2811473	0.2407143
ASB9P1	0.11931389	0.2869688	0.16832335	0.10481692	0.19712828	0.3444487	0.05160041	0.15564191	0.11384311	0.06957841
ASCC1	22.6208	45.52156	12.82144	22.11826	17.37283	9.847641	17.95754	11.409468	19.70839	15.02033
ASCC2	19.85031	16.72768	21.73544	30.42371	24.80511	28.51361	18.91938	9.382579	27.74561	17.81058
ASCC3	9.735824	35.96174	11.256425	24.37469	20.54637	7.961453	3.205346	7.110814	29.5167	16.0252
ASCL1	0.0	44.12916	0.16115541	0.0	0.027223647	0.0	21.60957	2.824654	0.0	0.0
ASCL2	0.7781131	0.0	0.21847996	0.10717043	0.0	0.0	4.006936	0.0	0.05099651	0.0
ASCL3	0.0	0.20306823	0.039015401	0.0	0.06205088	0.0	0.0	0.18570125	0.04193382	0.0
ASCL4	0.0	0.0	0.001750317	0.0	0.0	0.0	0.0	0.029044062	0.0	0.0
ASCL5	0.017888132	0.00416975	0.16679971	0.028645438	0.03372889	0.019696928	0.16205793	0.5421235	0.0	0.13549539
ASF1A	10.359828	19.51656	8.093208	7.581691	12.311253	8.586408	12.093386	31.99164	15.72329	8.039594
ASF1B	2.158578	38.14703	52.58597	43.89934	12.170741	33.56373	19.78834	0.22420459	2.638189	3.155113
ASGR1	2.294357	0.07885255	8.215757	0.300792	0.5671543	8.711569	12.80877	24.32318	0.922561	0.6005775
ASGR2	0.592811	0.08735249	0.2850252	0.0	0.0	0.0	0.021283043	0.0	0.0	0.0
ASH1L	10.465605	14.8858	4.684867	8.803032	12.44287	6.297172	5.940308	7.133344	17.317	4.519591
ASH1L-AS1	1.1890292	0.7396755	3.132893	0.6957416	0.3731635	0.8598846	1.1033281	1.869261	0.3522884	1.49125
ASH2L	31.85151	20.38221	18.67297	15.34505	17.25285	24.99834	18.16847	12.134156	17.57465	8.493713
ASIC1	0.0333955	0.18361008	2.552511	5.805055	3.115538	0.8842452	10.697744	3.726661	7.007394	3.780481
ASIC2	0.017490974	0.0	0.6716725	0.09581222	0.2660513	0.0	0.12775604	2.388471	0.2603393	0.9616635
ASIC3	0.1815931	0.06476711	0.789017	0.3221854	0.2485624	0.6067346	2.172811	1.2221651	0.13879497	0.6374833
ASIC4	0.17657945	0.0	0.08299576	0.13306055	0.13357246	0.012092283	1.0658477	2.154189	0.01707138	0.0
ASIC5	0.015345776	0.019619587	0.0	0.0	0.0	0.0	0.0	0.0	0.061024	0.0
ASIP	0.05529859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8256488
ASL	14.15816	15.16454	28.16516	48.4273	12.053628	38.82733	14.53664	10.065816	14.52254	19.12402
ASMT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASMTL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASMTL-AS1	0.0	0.0032953162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASNA1	32.96643	63.57975	232.4294	125.0686	101.15976	148.2226	120.5019	54.88852	76.26643	45.52156
ASNS	4.332749	22.47401	22.03274	23.25273	33.82889	3.217507	37.89635	83.01545	66.98913	34.03889
ASNSD1	19.95156	29.50148	8.617416	13.99758	28.05313	11.092872	11.204775	36.11796	25.64009	13.07653
ASPA	0.017946176	0.4715955	0.002391807	0.2330223	0.17896718	0.06174572	0.011380242	0.05286079	0.20481851	0.0
ASPDH	0.4345832	0.05583427	0.001465984	0.05382319	0.015094995	0.14673215	0.08480561	0.10538489	0.017782543	0.1044599
ASPG	0.0	0.0	0.512496	0.022432603	0.009801408	0.0532422	0.11321446	0.12046972	0.0	0.0
ASPH	31.58049	6.256112	9.509385	63.325	94.90309	16.02197	29.65244	47.42523	197.0525	191.228
ASPHD1	0.13197942	0.14454645	0.0	1.587479	0.7879127	0.6716725	1.957061	12.94563	2.276919	4.301487
ASPHD2	0.6557791	5.60606	7.319373	4.331835	0.7702572	5.350016	5.875529	9.93654	1.857267	1.3670877
ASPM	0.7671594	21.90248	3.585807	5.456572	5.133175	4.263495	4.360562	0.2935654	3.136803	0.8511925
ASPN	0.0	0.22308082	0.000330392	0.0	0.14311773	0.020672802	0.0	0.2700534	0.8994544	1.873376
ASPRV1	0.6176385	1.2088385	0.2538869	0.10420144	0.3968423	0.312048	0.546425	3.609848	0.16242823	0.22624856
ASPSCR1	8.073593	4.515623	19.55637	5.292537	6.182702	13.13644	19.72408	12.69002	5.157336	20.23047
ASRGL1	6.508263	6.736156	15.20792	0.2469824	0.7636183	18.75626	33.91987	46.75498	0.21393203	0.7475758
ASS1	0.039427525	1.969186	116.79173	45.2592	81.80933	6.581139	8.500125	0.3589904	30.58283	22.05956
ASTE1	2.686248	6.371937	3.550608	3.832915	3.701875	3.975396	0.3032219	1.578833	4.818079	2.240479
ASTL	0.05763559	0.2866386	1.0550672	0.08542537	0.07907052	0.0	0.0	0.0	0.01278845	0.0
ASTN1	0.0	0.00158826	2.693861	0.2711974	0.03445195	0.04807478	21.34154	18.16847	0.16920014	0.13422095
ASTN2	0.3777542	7.172626	8.921895	0.6508468	3.911305	1.1993245	7.128907	4.901616	5.195911	2.98434
ASUN	24.16756	41.76588	7.756547	15.64787	13.82336	5.720767	4.512481	8.328858	14.51934	7.064893
ASXL1	34.03889	22.40604	6.50434	17.43369	19.49349	24.18338	40.13555	16.33193	17.40412	39.98444
ASXL2	6.172017	8.340216	6.197635	12.33001	9.49182	6.433252	2.877106	0.565159	9.864417	6.347849
ASXL3	0.09380694	0.001382656	0.023533728	0.0	0.002126313	0.1166376	0.9679555	3.432771	0.1593167	0.3896359
ASZ1	0.0	0.027348982	0.0	0.0	0.0	0.0	0.0	0.0	0.03687243	0.0
ATAD1	18.68557	30.74238	5.788197	12.57191	21.8595	4.848129	11.846585	87.09254	19.34326	16.52559
ATAD2	5.242128	37.18214	2.855404	13.31617	9.480034	5.609483	6.173691	0.7636183	5.240449	3.057865
ATAD2B	6.347849	9.631191	2.184088	1.822148	2.885016	1.94908	2.338878	14.32899	2.758706	2.486736
ATAD3A	5.788197	4.92036	13.33194	10.787035	5.212574	9.260195	9.325003	7.649151	3.672288	15.07197
ATAD3B	8.640527	4.689963	13.12755	8.197489	3.594863	8.934031	7.764634	10.953868	3.155113	12.99601
ATAD3C	0.1706952	1.4059241	0.3586412	0.6721921	0.05404252	0.0	0.10051351	0.0	0.00462613	0.2575764
ATAD5	3.09663	12.89007	1.2530741	2.462232	1.742807	0.6465853	0.8216982	3.239523	0.8149541	0.4683007
ATAT1	6.901059	2.549938	9.740991	2.523431	9.673995	11.084728	62.64148	22.62674	6.15515	6.029525
ATCAY	0.030134767	0.002625329	21.12132	0.0	0.018225476	0.017109066	38.74161	45.01834	0.07142728	0.040518118
ATE1	25.22811	12.389882	8.197489	8.762939	10.996698	10.669203	8.773992	10.536897	10.205121	11.015031
ATF1	10.97155	24.23435	8.758994	10.24856	12.65021	6.947028	4.746016	5.267344	15.97688	6.621069
ATF2	19.53858	38.71886	10.866138	12.97766	19.06283	16.71119	11.873746	46.62401	29.21367	11.881547
ATF3	104.89612	9.803436	9.962575	1.540613	3.897957	13.3801	12.6642	2.375507	3.593467	5.026146
ATF4	322.0078	317.9848	465.2013	588.6752	295.7922	379.6242	557.4401	268.9984	413.2292	331.3823
ATF5	7.90047	79.87756	7.153282	6.890922	10.713751	14.82841	21.13199	2.424676	4.398077	24.82483
ATF6	13.78966	19.6001	3.291701	12.165453	18.64096	22.29746	4.944332	8.939732	20.88739	12.76941
ATF6B	82.29081	24.93588	38.67083	36.83591	37.96814	80.57379	62.0812	25.11531	32.64543	40.3617
ATF7	29.76419	10.356933	7.450864	18.0777	22.96306	27.81934	8.248215	2.385229	16.93066	15.57011
ATF7IP	30.70855	13.20411	34.21473	8.824751	11.76426	13.95866	20.48531	11.221151	16.68954	8.349233
ATF7IP2	6.919183	8.53962	4.709237	0.8096371	0.4208929	2.481815	0.5168817	1.835739	1.1987721	0.7636183
ATG10	20.9081	3.309994	1.952703	4.091173	2.515208	1.5992	1.683356	3.709524	2.212507	10.744355
ATG12	8.702778	15.19282	6.19964	6.861619	13.96731	7.988731	7.371732	23.15161	19.19154	20.48531
ATG13	11.856985	13.02718	24.24063	16.93066	19.65724	25.21945	18.16214	5.838225	23.06149	16.19282
ATG14	13.15913	5.449358	4.202893	2.627044	5.378352	5.809918	3.962024	18.09802	9.894716	9.247674
ATG16L1	5.020356	9.653244	14.39993	18.21091	16.02848	12.99844	5.462567	28.38898	16.74907	7.041915
ATG16L2	86.05335	33.70891	17.30176	9.192807	3.607928	23.14222	14.60102	6.797719	3.765484	9.443314
ATG2A	4.2269	1.4734844	9.304308	5.363099	4.183445	9.918314	8.347126	4.310071	3.254912	4.598851
ATG2B	8.977031	8.939732	3.987079	5.07587	9.325003	5.702625	2.032785	9.717407	11.677336	2.76935
ATG3	49.27806	65.00216	18.29409	41.21937	39.31598	24.30478	19.73841	21.93417	44.80744	55.93071
ATG4A	3.879006	12.94563	0.383615	9.116092	7.205758	9.131047	2.608859	10.085575	7.219565	4.752126
ATG4B	22.16726	15.83552	61.36748	32.92681	24.98742	47.08243	54.24108	37.92628	23.57496	13.82711
ATG4C	8.768262	12.140685	2.13957	2.593711	3.463151	1.756929	2.241156	5.897777	4.463885	2.263691
ATG4D	9.986107	5.481871	33.72177	10.685623	11.557871	15.13816	23.54119	23.12883	3.615648	20.16866
ATG5	9.689851	18.47351	10.801626	19.83531	16.95651	9.685654	4.89885	20.16366	19.6795	13.48543
ATG7	4.288902	7.446219	6.537353	11.241049	9.047314	14.80631	3.783592	4.611337	14.07282	11.230077
ATG9A	9.065605	6.538827	36.97254	28.97634	27.24304	49.31899	16.53161	6.4278	24.20502	12.193049
ATG9B	0.6327701	0.030550354	0.5051592	0.19066779	0.10159924	0.2992155	0.4094216	0.08515168	0.04152579	0.3020058
ATHL1	56.98412	2.29024	48.34292	1.867258	1.730095	35.152	23.06822	0.7921379	4.044951	41.15709
ATIC	54.21965	64.89938	51.67776	63.11271	33.72177	13.09091	20.03658	1.3895911	44.47282	32.21593
ATL1	5.087391	1.0632796	2.487581	9.525902	1.926052	1.819864	8.225852	37.98892	7.659783	2.452113
ATL2	8.886149	23.96859	12.319683	15.7504	9.135818	6.362794	7.023136	15.13153	6.148769	7.070754
ATL3	6.592069	20.46571	12.93633	57.8341	50.84361	40.55451	0.7330728	0.5769209	46.79739	20.45392
ATM	20.02343	44.06049	7.875348	5.732585	6.906743	7.124148	2.714587	18.16214	15.64252	11.829703
ATMIN	8.679459	13.3895	14.96248	20.09808	28.94461	10.518336	18.71163	30.9776	24.26888	14.26213
ATN1	64.17436	3.06292	25.54047	8.883178	11.373869	34.00974	194.2276	4.853771	10.804851	81.46944
ATOH1	0.0	0.0	0.08217708	0.0	0.0	0.0	0.422155	0.1394027	0.0	0.0
ATOH7	0.06348637	0.030278909	0.6021844	0.09260994	0.04479849	0.0488143	0.5040002	1.3659932	0.05850832	0.0
ATOH8	0.007412526	0.2578003	0.11290234	0.0	13.07152	5.449358	8.754979	0.22291386	1.1703964	2.436615
ATOX1	31.07752	87.28853	187.3852	248.7357	256.2092	240.6523	213.581	63.64441	103.82493	277.4213
ATP10A	1.306411	0.0	1.2308228	0.013094304	15.16088	0.0	0.8611568	0.018966325	3.03269	0.08790448
ATP10B	0.011036887	0.21211218	0.016627882	0.013359372	0.0	0.05860025	0.628272	0.024051919	0.0	0.0
ATP10D	4.392942	25.53186	0.6441754	17.42999	18.13879	10.417787	1.2221651	2.371933	20.57336	7.57673
ATP11A	2.330227	2.829166	9.983392	3.101366	2.385229	7.094151	10.129132	0.689232	4.430725	5.80166
ATP11B	23.73073	49.71913	5.329824	15.18895	19.70839	10.206559	5.42843	18.20539	14.19047	21.87234
ATP11C	11.217658	25.68235	7.754358	5.253302	11.025648	7.38363	3.495707	42.18295	19.50466	7.40958
ATP12A	0.0	0.001594788	0.5535745	4.900168	0.0	0.0	0.0	0.0	0.0	0.0
ATP13A1	18.82509	7.517601	29.11408	17.25285	13.25243	20.79103	26.00747	10.559854	5.866011	19.40619
ATP13A2	13.47573	2.447696	41.09555	36.07166	33.05955	26.80657	33.43665	17.96697	3.361349	12.98663
ATP13A3	10.781754	77.05638	11.856985	34.48045	59.43559	8.661694	4.329197	28.48399	53.23754	25.52564
ATP13A4	0.273465	0.9650984	0.02305259	0.04520038	0.05358095	0.04432301	0.08869755	1.4132989	0.027653575	0.0
ATP13A5	0.0	0.006147198	0.0	0.0	0.0	0.0	0.011387717	0.04150352	0.0	0.0
